,parent_url
102,https://www.kron4.com/news/remembering-the-9-victims-of-the-calabasas-helicopter-crash/
103,https://bdnews24.com/politics/2020/01/28/radwan-mujib-visits-dhaka-north-mayor-candidate-atiqul
104,https://bdnews24.com/politics/2020/01/28/radwan-mujib-visits-dhaka-north-mayor-candidate-atiqul
105,https://www.digitimes.com/index.asp
106,https://www.kiplinger.com/
107,https://www.business-standard.com/article/opinion/the-truth-about-the-trump-economy-120012200023_1.html
108,https://www.kiplinger.com/article/retirement/T038-C032-S014-bad-timing-may-be-your-biggest-retirement-mistake.html
109,https://www.newstracklive.com/
110,https://www.digitimes.com/index.asp
111,https://www.stripes.com/news/veterans/fda-expands-access-to-ecstasy-drug-for-ptsd-therapy-1.615675
112,https://www.pilotonline.com/
113,https://www.mensjournal.com/
114,https://www.newstracklive.com/
115,https://www.couriermail.com.au/
116,https://parade.com/979294/astro_twins/astrotwins-daily-horoscope-january-22-2020/
117,https://www.macombdaily.com/
118,https://www.macombdaily.com/
119,https://www.billboard.com/articles/columns/pop/8548487/jonas-brothers-what-a-man-gotta-do-alternate-video-vegas
120,https://www.wsmv.com/news/wilson_county/natural-gas-outage-reported-in-mount-juliet-neighborhood/article_d1097274-3c02-11ea-8d4b-a72116dbc9fb.html
121,https://www.mensjournal.com/
122,https://www.wkbn.com/news/local-news/semi-crash-blocks-portion-of-route-11-in-gustavus-twp/
123,https://goodmenproject.com/
124,https://www.itworld.com/article/2041586/best-gaming-mice.html
125,https://www.stripes.com/
126,https://movieweb.com/uncut-gems-release-date-dvd-bluray-digital/
127,https://www.somethingawful.com/news/warner-bros-greenlit/
128,https://www.wkbn.com/
129,https://www.business-standard.com/
130,https://www.wishtv.com/
131,https://www.wishtv.com/sports/the-zone-january-17-2020/
132,https://www.forbes.com/sites/nextavenue/2020/01/21/retirement-spending-101-the-dos-and-donts/#3bda114949f2
133,https://www.timeshighereducation.com/
134,https://www.sciencealert.com/an-ancient-corpse-shows-that-egyptians-were-practicing-mummification-long-before-the-pharaohs
135,https://www.complex.com/
136,https://www.theledger.com/
137,https://www.business-standard.com/
138,https://www.androidheadlines.com/2020/01/samsung-galaxy-s20-series-to-become-available-on-march-13-report.html
139,https://wset.com/
140,https://www.bostonglobe.com/
141,https://www.motortrend.com/
142,https://www.stripes.com/
143,https://www.pilotonline.com/cities/portsmouth/
144,https://www.techadvisor.co.uk/
145,https://www.kiplinger.com/article/retirement/T038-C032-S014-bad-timing-may-be-your-biggest-retirement-mistake.html
146,https://www.newstracklive.com/
147,https://www.newstracklive.com/
148,http://www.eatingwell.com/gallery/7561723/healthy-shepherds-pie-recipes-to-warm-you-up-without-weighing-you-down/
149,https://calgaryherald.com/life/food/last-top-10-wines-for-2020
150,https://www.kron4.com/
151,https://www.bbc.com/news/technology-50604035
152,https://www.destructoid.com/
153,https://www.deccanherald.com/sports/cricket/dhawan-ruled-out-of-nz-tour-samson-named-replacement-for-t20s-prithvi-for-odis-796952.html
154,https://www.bbc.com/
155,https://www.cracked.com/
156,https://www.deccanherald.com/sports/cricket/dhawan-ruled-out-of-nz-tour-samson-named-replacement-for-t20s-prithvi-for-odis-796952.html
157,https://gazette.com/
158,https://techcrunch.com/
159,https://www.kiplinger.com/article/retirement/T038-C032-S014-bad-timing-may-be-your-biggest-retirement-mistake.html
160,https://www.motortrend.com/
161,https://www.deccanherald.com/sports/cricket/dhawan-ruled-out-of-nz-tour-samson-named-replacement-for-t20s-prithvi-for-odis-796952.html
162,https://bdnews24.com/politics/2020/01/28/radwan-mujib-visits-dhaka-north-mayor-candidate-atiqul
163,https://www.theage.com.au/
164,https://lancasteronline.com/
165,https://www.wsmv.com/
166,https://www.itworld.com/
167,https://katv.com/
168,https://katv.com/
169,https://www.deccanherald.com/
170,https://www.androidauthority.com/google-assistant-wake-word-sensitivity-1076007/
171,http://www.tcm.com/
172,http://www.kake.com/
173,http://www.kake.com/
174,http://www.eatingwell.com/gallery/7561723/healthy-shepherds-pie-recipes-to-warm-you-up-without-weighing-you-down/
175,https://pcdn.columbian.com/news/2020/jan/22/house-democrats-may-skip-further-actions-against-shea/
176,https://www.pilotonline.com/
177,https://www.wcvb.com/article/derek-jeter-nearly-unanimously-voted-into-baseball-hall-of-fame/30617046
178,https://www.timeshighereducation.com/
179,https://movieweb.com/uncut-gems-release-date-dvd-bluray-digital/
180,https://www.techadvisor.co.uk/
181,https://www.sbnation.com/
182,https://www.sbnation.com/
183,https://www.sportingnews.com/
184,https://nj1015.com/
185,https://nj1015.com/
186,https://nj1015.com/
187,https://nj1015.com/
188,https://www.cracked.com/article_27022_some-maniac-still-gluing-hats-to-pigeons-heads.html
189,https://www.sltrib.com/sports/2020/01/21/jazz-donovan-mitchell/
190,https://nj1015.com/
191,https://www.business-standard.com/
192,https://slate.com/culture/2020/01/sue-townsends-the-queen-and-i-and-dispossessed-royals.html
193,https://www.yogajournal.com/lifestyle/free-fall
194,https://www.theage.com.au/sport/athletics/farah-says-he-is-happy-for-wada-to-re-test-his-samples-20200122-p53tm2.html?ref=rss&utm_medium=rss&utm_source=rss_feed
195,https://www.sportingnews.com/
196,https://www.chronofhorse.com/
197,https://www.chronofhorse.com/
198,https://www.chronofhorse.com/
199,https://www.chronofhorse.com/
200,https://www.chronofhorse.com/
201,https://www.chronofhorse.com/
202,https://www.chronofhorse.com/
203,https://www.fredericknewspost.com/
204,https://www.fredericknewspost.com/
205,https://buffalonews.com/2020/01/20/buffalo-area-high-school-sports-hockey-boys-basketball-bishop-timon-canisius-lockport-niagara-falls-north-tonawanda-roundup-scores-results-news-2020/
206,https://www.billboard.com/articles/columns/pop/8548487/jonas-brothers-what-a-man-gotta-do-alternate-video-vegas
207,https://www.thesun.co.uk/sport/football/10725576/watford-tottenham-live-stream-free-tv-channel-kick-off-time-team-news-premier-league/
208,https://gazette.com/news/education/
209,https://www.destructoid.com/
210,https://www.cracked.com/
211,https://www.foxbusiness.com/
212,https://www.foxbusiness.com/
213,https://www.sltrib.com/
214,https://www.deccanherald.com/sports/cricket/dhawan-ruled-out-of-nz-tour-samson-named-replacement-for-t20s-prithvi-for-odis-796952.html
215,https://www.etonline.com/
216,https://www.etonline.com/
217,https://www.etonline.com/
218,https://www.etonline.com/
219,https://www.etonline.com/
220,https://www.inc.com/
221,https://www.chronofhorse.com/directory/Detail/id/372602/Flamenco_YM/
222,https://www.chronofhorse.com/directory/Detail/id/372602/Flamenco_YM/
223,https://www.chronofhorse.com/directory/Detail/id/372602/Flamenco_YM/
224,https://www.chronofhorse.com/directory/Detail/id/372602/Flamenco_YM/
225,https://www.prweek.com/article/1671133/self-driving-startup-cruise-hires-edelman-western-president-kristine-boyden
226,https://www.prweek.com/article/1671133/self-driving-startup-cruise-hires-edelman-western-president-kristine-boyden
227,https://www.health.com/
228,https://www.theage.com.au/
229,https://techcrunch.com/
230,https://www.etonline.com/
231,https://www.sfchronicle.com/
232,https://www.sfchronicle.com/
233,https://www.sfchronicle.com/
234,https://www.sfchronicle.com/
235,https://www.columbian.com/
236,https://www.columbian.com/
237,https://www.stripes.com/news/veterans/fda-expands-access-to-ecstasy-drug-for-ptsd-therapy-1.615675
238,https://www.yogajournal.com/
239,https://www.foxbusiness.com/category/money
240,https://www.newstracklive.com/
241,https://www.business-standard.com/
242,https://parade.com/
243,https://www.complex.com/music/2020/01/deborah-dugan-sues-recording-academy-over-sexual-harassment-discrimination
244,https://www.marketplace.org/2020/01/17/a-garlic-farmers-take-on-the-trade-deal/
245,https://hbr.org/
246,https://www.sltrib.com/sports/2020/01/21/jazz-donovan-mitchell/
247,https://www.complex.com/music/2020/01/deborah-dugan-sues-recording-academy-over-sexual-harassment-discrimination
248,https://grist.org/climate/climate-change-is-forcing-a-rift-in-the-murdoch-family/
249,https://www.digitimes.com/index.asp
250,https://www.theage.com.au/sport/athletics/farah-says-he-is-happy-for-wada-to-re-test-his-samples-20200122-p53tm2.html?ref=rss&utm_medium=rss&utm_source=rss_feed
251,https://www.motortrend.com/news/1976-nissan-fairlady-240z/
252,https://www.fitnessmagazine.com/workout/arms/
253,https://www.newstracklive.com/
254,https://slate.com/
255,https://www.wunderground.com/article/storms/winter/news/2020-01-19-late-january-storm-west-plains-midwest-east-snow-rain?cm_ven=hp-slot-2
256,https://www.itworld.com/article/2041586/best-gaming-mice.html
257,https://www.business-standard.com/article/opinion/the-truth-about-the-trump-economy-120012200023_1.html
258,https://www.financialexpress.com/
259,https://www.theage.com.au/sport/athletics/farah-says-he-is-happy-for-wada-to-re-test-his-samples-20200122-p53tm2.html?ref=rss&utm_medium=rss&utm_source=rss_feed
260,https://wset.com/
261,https://www.techadvisor.co.uk/test-centre/mobile-phone/sim-only-deals-uk-3516700/
262,https://www.androidauthority.com/google-assistant-wake-word-sensitivity-1076007/
263,https://www.greenbaypressgazette.com/news/
264,https://movieweb.com/
265,https://www.tribuneindia.com/
266,https://www.bbc.com/
267,https://www.bbc.com/
268,https://www.financialexpress.com/infrastructure/travelling-by-delhi-metro-this-week-take-note-of-this-important-factor-during-the-republic-day-2020-week/1830517/
269,https://www.fox13news.com/
270,https://www.stripes.com/
271,https://www.prweek.com/us
272,http://bdnews24.com/
273,https://www.tribuneindia.com/classified/other
274,https://www.yogajournal.com/lifestyle/free-fall
275,https://www.theage.com.au/sport/athletics/farah-says-he-is-happy-for-wada-to-re-test-his-samples-20200122-p53tm2.html?ref=rss&utm_medium=rss&utm_source=rss_feed
276,https://movieweb.com/uncut-gems-release-date-dvd-bluray-digital/
277,https://www.stripes.com/
278,https://www.wcvb.com/article/derek-jeter-nearly-unanimously-voted-into-baseball-hall-of-fame/30617046
279,https://www.detroitnews.com/sports/
280,https://gazette.com/news/education/
281,https://wset.com/
282,https://www.yourtango.com/experts/clay/why-am-i-single-reasons-youre-not-in-a-relationship-how-to-get-a-date
283,https://www.financialexpress.com/
284,https://www.wkbn.com/news/local-news/semi-crash-blocks-portion-of-route-11-in-gustavus-twp/
285,https://www.sbnation.com/soccer/2020/1/17/21069545/2020-nwsl-draft-mallory-pugh-trade-sky-blue-spirit
286,https://www.sltrib.com/sports/2020/01/21/jazz-donovan-mitchell/
287,https://www.mensjournal.com/
288,https://www.kron4.com/
289,https://www.kron4.com/
290,https://www.kron4.com/
291,https://fortune.com/
292,https://www.chronofhorse.com/directory/Detail/id/372602/Flamenco_YM/
293,https://www.sbnation.com/
294,https://www.newstracklive.com/
295,https://www.yogajournal.com/lifestyle/free-fall
296,https://www.mercurynews.com/
297,https://www.syfy.com/
298,http://www.kake.com/
299,https://www.tribuneindia.com/classified/other
300,https://www.itpro.co.uk/hardware/34716/device-as-a-service-daas-the-future-of-business-hardware
301,https://www.detroitnews.com/
302,https://www.mensjournal.com/
303,https://www.destructoid.com/
304,https://www.stripes.com/news/veterans/fda-expands-access-to-ecstasy-drug-for-ptsd-therapy-1.615675
305,https://www.pilotonline.com/cities/portsmouth/
306,https://www.mercurynews.com/
307,https://www.billboard.com/
308,https://www.mercurynews.com/
309,https://www.gq.com/
310,https://www.gq.com/
311,https://www.greenvilleonline.com/story/news/2020/01/20/ask-lafleur-why-were-greenville-police-keeping-blue-lights-around-christmas/4453852002/
312,https://www.greenvilleonline.com/story/news/2020/01/20/ask-lafleur-why-were-greenville-police-keeping-blue-lights-around-christmas/4453852002/
313,https://wset.com/
314,https://www.sltrib.com/
315,https://bdnews24.com/politics/2020/01/28/radwan-mujib-visits-dhaka-north-mayor-candidate-atiqul
316,https://wset.com/news/videos/tornado-flips-cars-in-south-carolina-high-school-parking-lot
317,https://www.fox13news.com/tag/series/fox13-investigates
318,https://www.fox13news.com/tag/series/fox13-investigates
319,https://www.fox13news.com/tag/series/fox13-investigates
320,https://www.greenvilleonline.com/
321,https://www.digitimes.com/index.asp
322,https://www.chronofhorse.com/directory/Detail/id/372602/Flamenco_YM/
323,https://www.business-standard.com/
324,https://www.forbes.com/sites/nextavenue/2020/01/21/retirement-spending-101-the-dos-and-donts/#3bda114949f2
325,https://www.androidheadlines.com/2020/01/samsung-galaxy-s20-series-to-become-available-on-march-13-report.html
326,https://www.destructoid.com/
327,https://www.motortrend.com/
328,https://www.sbnation.com/
329,https://www.theage.com.au/
330,https://www.androidheadlines.com/
331,http://www.eatingwell.com/
332,https://www.sciencealert.com/an-ancient-corpse-shows-that-egyptians-were-practicing-mummification-long-before-the-pharaohs
333,https://www.kiplinger.com/
334,https://www.sciencealert.com/an-ancient-corpse-shows-that-egyptians-were-practicing-mummification-long-before-the-pharaohs
335,https://www.sciencealert.com/an-ancient-corpse-shows-that-egyptians-were-practicing-mummification-long-before-the-pharaohs
336,https://www.detroitnews.com/
337,https://www.business-standard.com/
338,https://www.stripes.com/news/veterans/fda-expands-access-to-ecstasy-drug-for-ptsd-therapy-1.615675
339,http://www.eatingwell.com/gallery/7561723/healthy-shepherds-pie-recipes-to-warm-you-up-without-weighing-you-down/
340,https://www.billboard.com/
341,https://www.androidauthority.com/
342,https://www.androidauthority.com/google-assistant-wake-word-sensitivity-1076007/
343,https://www.livemint.com/companies/people/sharad-saxena-ht-media-s-executive-director-dies-11580147506669.html
344,https://www.csoonline.com/
345,https://www.livemint.com/
346,http://bdnews24.com/
347,https://www.inc.com/peter-roesler/linkedin-announces-3-new-features-designed-to-improve-community-engagement.html
348,https://www.burlingtonfreepress.com/story/news/local/2020/01/16/vermont-snow-totals-heres-how-much-weve-seen-so-far/4487029002/
349,https://techcrunch.com/2020/01/16/trucks-vc-general-partner-reilly-brennan-is-coming-to-tc-sessions-mobility/
350,https://www.complex.com/music/2020/01/deborah-dugan-sues-recording-academy-over-sexual-harassment-discrimination
351,https://www.cracked.com/article_27022_some-maniac-still-gluing-hats-to-pigeons-heads.html
352,https://wset.com/
353,https://slate.com/
354,https://www.androidheadlines.com/
355,https://www.deccanherald.com/sports/cricket/dhawan-ruled-out-of-nz-tour-samson-named-replacement-for-t20s-prithvi-for-odis-796952.html
356,https://hbr.org/2020/01/the-x-factor-of-great-corporate-cultures
357,https://movieweb.com/
358,https://www.thesun.co.uk/
359,https://www.business-standard.com/
360,https://www.livemint.com/companies/people/sharad-saxena-ht-media-s-executive-director-dies-11580147506669.html
361,https://www.cracked.com/
362,https://www.destructoid.com/
363,https://www.kiplinger.com/
364,https://www.kiplinger.com/article/retirement/T038-C032-S014-bad-timing-may-be-your-biggest-retirement-mistake.html
365,https://www.financialexpress.com/
366,https://goodmenproject.com/guy-talk/be-your-own-financial-genius-by-becoming-the-cfo-of-your-life/
367,https://wset.com/
368,http://bdnews24.com/
369,https://www.sltrib.com/sports/2020/01/21/jazz-donovan-mitchell/
370,https://www.yourtango.com/experts/clay/why-am-i-single-reasons-youre-not-in-a-relationship-how-to-get-a-date
371,https://www.chronofhorse.com/directory/Detail/id/372602/Flamenco_YM/
372,https://www.chronofhorse.com/directory/Detail/id/372602/Flamenco_YM/
373,https://www.prweek.com/us
374,https://www.prweek.com/article/1671133/self-driving-startup-cruise-hires-edelman-western-president-kristine-boyden
375,https://www.computing.co.uk/ctg/news/3085121/microsoft-ie-11-patch
376,https://www.computing.co.uk/ctg/news/3085121/microsoft-ie-11-patch
377,https://www.sltrib.com/
378,https://www.tsn.ca/
379,https://www.tsn.ca/
380,https://www.tsn.ca/justin-williams-returns-gets-shootout-goal-in-carolina-hurricanes-win-1.1430029
381,https://www.tsn.ca/justin-williams-returns-gets-shootout-goal-in-carolina-hurricanes-win-1.1430029
382,https://movieweb.com/uncut-gems-release-date-dvd-bluray-digital/
383,https://www.inc.com/peter-roesler/linkedin-announces-3-new-features-designed-to-improve-community-engagement.html
384,https://www.inc.com/peter-roesler/linkedin-announces-3-new-features-designed-to-improve-community-engagement.html
385,https://www.kiplinger.com/article/retirement/T038-C032-S014-bad-timing-may-be-your-biggest-retirement-mistake.html
386,https://www.inc.com/peter-roesler/linkedin-announces-3-new-features-designed-to-improve-community-engagement.html
387,http://bdnews24.com/
388,https://www.burlingtonfreepress.com/story/news/local/2020/01/16/vermont-snow-totals-heres-how-much-weve-seen-so-far/4487029002/
389,https://www.couriermail.com.au/
390,https://www.couriermail.com.au/
391,https://www.couriermail.com.au/
392,https://www.couriermail.com.au/
393,https://gazette.com/
394,https://www.business-standard.com/article/opinion/the-truth-about-the-trump-economy-120012200023_1.html
395,https://www.business-standard.com/article/opinion/the-truth-about-the-trump-economy-120012200023_1.html
396,https://www.wunderground.com/
397,https://www.pilotonline.com/cities/portsmouth/
398,https://buffalonews.com/2020/01/20/buffalo-area-high-school-sports-hockey-boys-basketball-bishop-timon-canisius-lockport-niagara-falls-north-tonawanda-roundup-scores-results-news-2020/
399,https://www.pilotonline.com/cities/portsmouth/
400,https://www.kiplinger.com/article/retirement/T038-C032-S014-bad-timing-may-be-your-biggest-retirement-mistake.html
401,https://www.pilotonline.com/
402,https://www.health.com/
403,https://www.wsmv.com/news/wilson_county/natural-gas-outage-reported-in-mount-juliet-neighborhood/article_d1097274-3c02-11ea-8d4b-a72116dbc9fb.html
404,https://www.newstracklive.com/
405,https://www.gq-magazine.co.uk/lifestyle/article/ford-puma-review-2020
406,https://www.macombdaily.com/
407,https://www.macombdaily.com/
408,https://www.macombdaily.com/
409,https://www.macombdaily.com/sports/mostert-lifts-ers-to-super-bowl-with---win/article_d15bb98d-54bb-565e-8519-a6e665923070.html
410,https://www.macombdaily.com/sports/mostert-lifts-ers-to-super-bowl-with---win/article_d15bb98d-54bb-565e-8519-a6e665923070.html
411,https://www.macombdaily.com/sports/mostert-lifts-ers-to-super-bowl-with---win/article_d15bb98d-54bb-565e-8519-a6e665923070.html
412,https://www.macombdaily.com/sports/mostert-lifts-ers-to-super-bowl-with---win/article_d15bb98d-54bb-565e-8519-a6e665923070.html
413,https://gazette.com/
414,https://www.livemint.com/
415,https://www.livemint.com/companies/people/sharad-saxena-ht-media-s-executive-director-dies-11580147506669.html
416,http://www.eatingwell.com/
417,https://www.theledger.com/zz/news/20200127/im-being-raped-weinstein-accuser-details-alleged-assault/1
418,https://www.livemint.com/companies/people/sharad-saxena-ht-media-s-executive-director-dies-11580147506669.html
419,https://www.sltrib.com/
420,https://www.business-standard.com/article/opinion/the-truth-about-the-trump-economy-120012200023_1.html
421,https://www.deccanherald.com/
422,https://www.stripes.com/news/veterans/fda-expands-access-to-ecstasy-drug-for-ptsd-therapy-1.615675
423,https://www.burlingtonfreepress.com/story/news/local/2020/01/16/vermont-snow-totals-heres-how-much-weve-seen-so-far/4487029002/
424,https://movieweb.com/uncut-gems-release-date-dvd-bluray-digital/
425,https://www.macombdaily.com/sports/mostert-lifts-ers-to-super-bowl-with---win/article_d15bb98d-54bb-565e-8519-a6e665923070.html
426,https://www.mensjournal.com/
427,https://www.gq-magazine.co.uk/lifestyle/article/ford-puma-review-2020
428,https://bdnews24.com/politics/2020/01/28/radwan-mujib-visits-dhaka-north-mayor-candidate-atiqul
429,https://www.foxbusiness.com/
430,https://www.fox13news.com/
431,https://www.androidheadlines.com/2020/01/samsung-galaxy-s20-series-to-become-available-on-march-13-report.html
432,https://gazette.com/
433,https://gazette.com/
434,https://hbr.org/2020/01/the-x-factor-of-great-corporate-cultures
435,https://www.sportingnews.com/
436,https://www.wkbn.com/news/local-news/semi-crash-blocks-portion-of-route-11-in-gustavus-twp/
437,https://www.destructoid.com/
438,https://www.business-standard.com/
439,https://www.greenbaypressgazette.com/news/
440,https://www.kiplinger.com/article/retirement/T038-C032-S014-bad-timing-may-be-your-biggest-retirement-mistake.html
441,https://www.thecarconnection.com/
442,https://www.kiplinger.com/article/retirement/T038-C032-S014-bad-timing-may-be-your-biggest-retirement-mistake.html
443,https://www.wsmv.com/news/wilson_county/natural-gas-outage-reported-in-mount-juliet-neighborhood/article_d1097274-3c02-11ea-8d4b-a72116dbc9fb.html
444,https://www.gq-magazine.co.uk/lifestyle/article/ford-puma-review-2020
445,https://www.foxbusiness.com/category/money
446,https://www.business-standard.com/article/opinion/the-truth-about-the-trump-economy-120012200023_1.html
