sample_type,parent_url,parent_url_len,ad_screenshot,TLD_len,NoOfSubDomain,HasObfuscation,ObfRatio,NoOfLettersInURL,letter_ratio_in_url,NoOfDigitsInURL,Digits_ratio_in_url,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,ad_screenshot_text
adjusted_news,https://bdnews24.com/politics/2020/01/28/radwan-mujib-visits-dhaka-north-mayor-candidate-atiqul,95,screenshots/360580c4-e137-420e-b9b1-d7ca2a05b9a4.png,3,0,True,0.1894736842105263,69,0.7263157894736842,10,0.1052631578947368,0,0,0,1,0.0105263157894736,Artist Turns Disney Characters Into Realistic Portraits 24/7 Sponsored Mirror
adjusted_news,https://www.usatoday.com/,25,screenshots/21dd69ae-6ee6-4d5c-9d4c-cd4ee0f63ade.png,3,1,True,0.12,19,0.76,0,0.0,0,0,0,2,0.08,Most Decorated High School Football Programs by State STADIUM TALK
adjusted_news,https://katv.com/,17,screenshots/ab2623af-7054-4ae3-9522-3ea1559b32f6.png,3,0,True,0.1176470588235294,12,0.7058823529411765,0,0.0,0,0,0,1,0.0588235294117647,Dirty Dancing Stars Never Bothered To Mention This Sponsored by Money Versed
adjusted_news,https://www.greenvilleonline.com/story/news/2020/01/20/ask-lafleur-why-were-greenville-police-keeping-blue-lights-around-christmas/4453852002/,142,screenshots/154fb5fe-316e-4b06-bb9e-5fc93b9e2ab4.png,3,1,True,0.1478873239436619,101,0.7112676056338029,18,0.1267605633802817,0,0,0,2,0.0140845070422535,Most Charming Small Towns In the USA Far & Wide
adjusted_news,https://www.greenvilleonline.com/story/news/2020/01/20/ask-lafleur-why-were-greenville-police-keeping-blue-lights-around-christmas/4453852002/,142,screenshots/d466fddf-93a6-4052-9608-e3bc316765b7.png,3,1,True,0.1478873239436619,101,0.7112676056338029,18,0.1267605633802817,0,0,0,2,0.0140845070422535,30 Youthful Hairstyles For Seasoned Women EditorChoice
adjusted_news,https://www.usatoday.com/,25,screenshots/21dd69ae-6ee6-4d5c-9d4c-cd4ee0f63ade.png,3,1,True,0.12,19,0.76,0,0.0,0,0,0,2,0.08,Most Decorated High School Football Programs by State STADIUM TALK
adjusted_news,https://www.greenvilleonline.com/story/news/2020/01/20/ask-lafleur-why-were-greenville-police-keeping-blue-lights-around-christmas/4453852002/,142,screenshots/95098425-7e74-4699-b343-921a5f28a375.png,3,1,True,0.1478873239436619,101,0.7112676056338029,18,0.1267605633802817,0,0,0,2,0.0140845070422535,We Cant Take Our Eyes Off These Subway Moments Graduatez
adjusted_news,https://bdnews24.com/politics/2020/01/28/radwan-mujib-visits-dhaka-north-mayor-candidate-atiqul,95,screenshots/68ea232e-7e10-48d6-b9d9-86eaecd3d321.png,3,0,True,0.1894736842105263,69,0.7263157894736842,10,0.1052631578947368,0,0,0,1,0.0105263157894736,5 Shocking Stories Of Brides Who Disappeared On Their Wedding MoneyWise com Sponsored Day
adjusted_news,https://www.greenvilleonline.com/story/news/2020/01/20/ask-lafleur-why-were-greenville-police-keeping-blue-lights-around-christmas/4453852002/,142,screenshots/1a8cf19f-8052-4028-a0bc-523477178446.png,3,1,True,0.1478873239436619,101,0.7112676056338029,18,0.1267605633802817,0,0,0,2,0.0140845070422535,NETVOI 4 Born Billionaires: Kyra Sedgwickis One of the Richest Heirs in America Investing com
adjusted_news,https://www.theage.com.au/,26,screenshots/eb293822-7797-48a4-b38b-c3c0ef24f545.png,6,2,True,0.1538461538461538,19,0.7307692307692307,0,0.0,0,0,0,3,0.1153846153846153,The inside word on.. fitness ExecutivcStyle LIVELIFE BETTER
adjusted_news,https://www.wishtv.com/sports/the-zone-january-17-2020/,55,screenshots/17034785-dc0c-4a1a-a2de-8d926c4e08da.png,3,1,True,0.1636363636363636,37,0.6727272727272727,6,0.109090909090909,0,0,0,2,0.0363636363636363,Old Things You Should Definitely Never Order at Cracker Barrel RockeR pRReI Country $ Store
adjusted_news,https://www.greenvilleonline.com/story/news/2020/01/20/ask-lafleur-why-were-greenville-police-keeping-blue-lights-around-christmas/4453852002/,142,screenshots/85761dc3-1ccd-4ea3-a397-f0329a4bee6a.png,3,1,True,0.1478873239436619,101,0.7112676056338029,18,0.1267605633802817,0,0,0,2,0.0140845070422535,Vets Agree; These Dogs Breeds Shouldnt Be Kept As Pets Science101
adjusted_news,https://www.business-standard.com/article/opinion/the-truth-about-the-trump-economy-120012200023_1.html,103,screenshots/c9fdf180-eca3-4765-9d16-134675f1dc06.png,3,1,True,0.174757281553398,73,0.7087378640776699,13,0.1262135922330097,0,0,0,4,0.0388349514563106,Ici Modi's wife CAA made Shiv Sena hits ED attaches Theres dirt in spends day world aware out at Chanda their mind: praying; no.. of religious Fadnavis Kochhars Shiv Sena.
adjusted_news,https://parade.com/979294/astro_twins/astrotwins-daily-horoscope-january-22-2020/,81,screenshots/d4762f22-434c-4739-b8c9-715ed3eb06dc.png,3,0,True,0.1728395061728395,55,0.6790123456790124,12,0.1481481481481481,0,0,0,2,0.0246913580246913,"Jack Burns Secrets That Outlander' Child Surfaced About Kody Actor, Dead at 14 From 'Sister Wives Sharon Thanks Fans How Meghan & for 'Love' After Harry's Exit Sharing Ozzy's Sad Reportedly Wasn't Diagnosis Mutual Decision Why People Believe Trump' Bizarre Harry and Meghan Comment About Son Are Lying About Baby Barr is Turning Archie Heads Dirty"
adjusted_news,https://www.mensjournal.com/sports/hard-rock-stadium-will-serve-drinks-in-recyclable-cups-at-super-bowl/,104,screenshots/af6d1559-7645-4c85-b52c-4b0c1c1a6e32.png,3,1,True,0.0288461538461538,85,0.8173076923076923,0,0.0,0,0,0,2,0.0192307692307692,AROUND THE WEB US Star Alex Morgan's Transformation is Russlan Fighter with Freakish Biceps Easily Musicians Careers That Went Up in Smoke in 'The View' Erupts Into Chaos Over Barron Seriously Turning Heads Defeated in MMA Bout the Matter of Seconds Trump Comments TheList com NYPost com NickiSwift_com Themix_net Powered by ZergNet
adjusted_news,https://www.usatoday.com/,25,screenshots/5ac8e28d-379b-446f-99b9-2d54e9e1539e.png,3,1,True,0.12,19,0.76,0,0.0,0,0,0,2,0.08,40+ Funny Husbands Who Make Sure Their Relationship Never Gets Boring NY 24/7 MIRROR WIA:
adjusted_news,https://bdnews24.com/politics/2020/01/28/radwan-mujib-visits-dhaka-north-mayor-candidate-atiqul,95,screenshots/f3fc021c-e777-4f0a-ab0c-f6ed8052a555.png,3,0,True,0.1894736842105263,69,0.7263157894736842,10,0.1052631578947368,0,0,0,1,0.0105263157894736,Prince Opens Up About The Step-Sister The Royal Family's Be..- Eternally Sunny Sconsoreg Harry
adjusted_news,https://www.wunderground.com/,29,screenshots/01d62379-ccea-417f-bb62-8690ca0b657b.png,3,1,True,0.1034482758620689,23,0.7931034482758621,0,0.0,0,0,0,2,0.0689655172413793,Ranked: The 25 Best Men's College Basketball Teams of All-Time NewArena
adjusted_news,https://www.wishtv.com/sports/the-zone-january-17-2020/,55,screenshots/1f30c6a5-e158-48aa-8e85-5f8d61659dac.png,3,1,True,0.1636363636363636,37,0.6727272727272727,6,0.109090909090909,0,0,0,2,0.0363636363636363,Jimmy Carter's Surprising Comment About Trump Is Turning Heads
adjusted_news,https://www.wunderground.com/,29,screenshots/a5c9a9d6-c9a6-4e1e-a0a0-84f16c2e75a1.png,3,1,True,0.1034482758620689,23,0.7931034482758621,0,0.0,0,0,0,2,0.0689655172413793,30 Gorgeous Hairstyles For Hair It's Rosy Gray
adjusted_news,https://www.wunderground.com/,29,screenshots/9107c074-4ee4-4de7-9f63-056e015c0976.png,3,1,True,0.1034482758620689,23,0.7931034482758621,0,0.0,0,0,0,2,0.0689655172413793,The Richest Universities in the World Work Money
adjusted_news,https://www.theage.com.au/sport/athletics/farah-says-he-is-happy-for-wada-to-re-test-his-samples-20200122-p53tm2.html?ref=rss&utm_medium=rss&utm_source=rss_feed,160,screenshots/83fe53b0-e4dc-4e4f-95b6-0e7477a7d0ed.png,6,2,True,0.1375,117,0.73125,11,0.06875,3,1,2,7,0.04375,The inside word on.. fitness ExecutiveStyle LIVE LIFE BETTER
adjusted_news,https://www.theage.com.au/sport/athletics/farah-says-he-is-happy-for-wada-to-re-test-his-samples-20200122-p53tm2.html?ref=rss&utm_medium=rss&utm_source=rss_feed,160,screenshots/83fbb0e4-9b55-420f-839f-b81555c6520c.png,6,2,True,0.1375,117,0.73125,11,0.06875,3,1,2,7,0.04375,"The inside word on_ style IxecutiveStyle UVEUFE BETTER 8* {FP SMew ,"
adjusted_news,https://www.wunderground.com/,29,screenshots/f724b29f-99ae-4da4-87c9-6cd4e2c2ce64.png,3,1,True,0.1034482758620689,23,0.7931034482758621,0,0.0,0,0,0,2,0.0689655172413793,Compcsite Cost OfVivin : Inaox Cse?pic Yuslo 10 States Americans Are Leaving; 10 States They're Moving To Forbes
adjusted_news,https://nj1015.com/what-else-new-jersey-should-be-teaching-in-our-schools-opinion/,82,screenshots/f7b8f198-a902-4a5a-8951-e8462469cc68.png,3,0,True,0.0975609756097561,62,0.7560975609756098,4,0.048780487804878,0,0,0,1,0.0121951219512195,JiCC TCCioc Jessica Simpson Shares Photo of The Untold Truth of Backyard View of Kobe Bryants Wife Kobe Crash Video Shows Scary The Truth About Aftermath of the Kobe Bryants Kobe Bryant Parents Helicopter Crash
adjusted_news,https://www.fox13news.com/,26,screenshots/b2b5a510-24b0-4ddb-b75d-e0a45193a116.png,3,1,True,0.4615384615384615,18,0.6923076923076923,2,0.0769230769230769,0,0,0,2,0.0769230769230769,Top 10 of the most powerful cars in the world Sponsored CelebsTube
adjusted_news,https://www.wunderground.com/,29,screenshots/28edc7aa-22dd-42f1-b9f1-75a3acabdc67.png,3,1,True,0.1034482758620689,23,0.7931034482758621,0,0.0,0,0,0,2,0.0689655172413793,Most Decorated High School Football Programs by State Stadium Talk
adjusted_news,https://www.fox13news.com/,26,screenshots/e9133afa-24f2-4e65-a618-859724cc74dd.png,3,1,True,0.4615384615384615,18,0.6923076923076923,2,0.0769230769230769,0,0,0,2,0.0769230769230769,Avocado Health Benefits: Reasonsto Eat These Fabulous Fruits! Sponsored Wellness 99
adjusted_news,https://www.mensjournal.com/sports/hard-rock-stadium-will-serve-drinks-in-recyclable-cups-at-super-bowl/,104,screenshots/e26b6241-cc55-41c8-82d4-6c92ab46ee57.png,3,1,True,0.0288461538461538,85,0.8173076923076923,0,0.0,0,0,0,2,0.0192307692307692,AROUND THE WEB The 'Little Hercules' Doesn't Look Like This Anymore NickiSwift com Britain's Best-Selling Cars in 2019 Motor1.com The Sad Reason Why Billie Eilish Wears Baggy Clothes PageSix com Powered By ZergNe Boy
adjusted_news,https://www.wishtv.com/sports/the-zone-january-17-2020/,55,screenshots/8c99a6d3-cc36-49e1-8b5b-b7ea0ed7aa71.png,3,1,True,0.1636363636363636,37,0.6727272727272727,6,0.109090909090909,0,0,0,2,0.0363636363636363,The Truth About Sasha Obama Finally Revealed
adjusted_news,https://www.etonline.com/,25,screenshots/46642ade-6bf7-48b0-a1b2-07286f138ef2.png,3,1,True,0.12,19,0.76,0,0.0,0,0,0,2,0.08,Unsold 2018 SUVs Going for Pennies on the Dollar WATCH CELEBRITY NEWS 24/7 >
adjusted_news,https://www.etonline.com/,25,screenshots/d6448d96-4e17-4f48-88ee-36b894651fb7.png,3,1,True,0.12,19,0.76,0,0.0,0,0,0,2,0.08,"They Were Named The Most Beautiful Twins In The World, Wait Till You See Them Today sogooDLY"
adjusted_news,https://www.wunderground.com/,29,screenshots/f38dc5e3-900a-49dd-9eab-eeceae15916b.png,3,1,True,0.1034482758620689,23,0.7931034482758621,0,0.0,0,0,0,2,0.0689655172413793,Helpful Things That Every Dog Owner Should Know Give Love
adjusted_news,https://www.androidauthority.com/google-assistant-wake-word-sensitivity-1076007/,80,screenshots/fc95425a-c7ce-4f8c-82b9-5d99fd833495.png,3,1,True,0.125,61,0.7625,7,0.0875,0,0,0,2,0.025,Quick and Delicious Soup Recipes Trending Stories Easy
adjusted_news,https://www.wunderground.com/,29,screenshots/629328bd-275f-4782-9e73-7b80239ffce0.png,3,1,True,0.1034482758620689,23,0.7931034482758621,0,0.0,0,0,0,2,0.0689655172413793,Worst Cruise Ships in the World Revealed Far Wide
adjusted_news,https://www.wunderground.com/,29,screenshots/967ad18b-a57e-4d4e-9c87-288e535854b3.png,3,1,True,0.1034482758620689,23,0.7931034482758621,0,0.0,0,0,0,2,0.0689655172413793,"They Were Named The Most Beautiful Twins In The World, Wait Till You See Them Today SoGoodly"
adjusted_news,https://www.wishtv.com/sports/the-zone-january-17-2020/,55,screenshots/294f0253-8d7d-49ef-bce5-f92d7eaa11c3.png,3,1,True,0.1636363636363636,37,0.6727272727272727,6,0.109090909090909,0,0,0,2,0.0363636363636363,Woman Found Dead in Her Home Was Killed By Her Own Dogs
adjusted_news,https://parade.com/979294/astro_twins/astrotwins-daily-horoscope-january-22-2020/,81,screenshots/ee5628a7-18e3-405b-8021-2acc53a5ec4e.png,3,0,True,0.1728395061728395,55,0.6790123456790124,12,0.1481481481481481,0,0,0,2,0.0246913580246913,Unsettling Clip of The Important What Buckingham The Trump Cartoon Harry Scolding Detail Everyone Palace Doesn't That May Have Meghan Comes to Missed in This Pic Want You to Know Gone Way Too Far Light of Baby Archie About Archie
adjusted_news,https://parade.com/979294/astro_twins/astrotwins-daily-horoscope-january-22-2020/,81,screenshots/c0224733-8428-4c63-ab67-a79c5e60ef05.png,3,0,True,0.1728395061728395,55,0.6790123456790124,12,0.1481481481481481,0,0,0,2,0.0246913580246913,Chelsea Clinton's Prince Charles Just It's Now Pretty The Super Weird Drastic Made Major Clear Bedtime Rule the Transformation Threats To Harry & Pennington Royal Family Must Meghan Disappeared Follow Why 7
adjusted_news,https://www.wishtv.com/sports/the-zone-january-17-2020/,55,screenshots/2630154d-21b6-4a9c-99da-4498b37bdc77.png,3,1,True,0.1636363636363636,37,0.6727272727272727,6,0.109090909090909,0,0,0,2,0.0363636363636363,Prince Charles Just Made Major Threats To Harry & Meghan
adjusted_news,https://www.wunderground.com/,29,screenshots/195a9ad8-2134-401d-8e21-0f94737bb450.png,3,1,True,0.1034482758620689,23,0.7931034482758621,0,0.0,0,0,0,2,0.0689655172413793,"These Cars Will Last 250,000 Miles Is Yours On This List? BuzzDrives"
adjusted_news,https://www.greenvilleonline.com/story/news/2020/01/20/ask-lafleur-why-were-greenville-police-keeping-blue-lights-around-christmas/4453852002/,142,screenshots/4cc6d29f-9587-47dc-9628-d67d62b1dcd8.png,3,1,True,0.1478873239436619,101,0.7112676056338029,18,0.1267605633802817,0,0,0,2,0.0140845070422535,Here Is More And More People Are Now Pouring Baking Soda On The. amomedia com Why
adjusted_news,https://www.usatoday.com/story/sports/tennis/2020/01/22/australian-open-elliot-benchetrit-asks-ball-girl-peel-banana/4539840002/,128,screenshots/d27f7a33-9019-41bd-8c53-484a8aa19ab2.png,3,1,True,0.1640625,88,0.6875,18,0.140625,0,0,0,2,0.015625,Brutally Honest All-Time QB Rankings (Guess Where Romo Landed) thedelite.com | Sponsored
adjusted_news,https://www.yogajournal.com/lifestyle/free-fall,47,screenshots/bb88a965-ebae-4f5c-9ce7-d0210626f425.png,3,1,True,0.0638297872340425,39,0.8297872340425532,0,0.0,0,0,0,2,0.0425531914893617,Seniors with No Life Insurance May Geta $250k for $15a Month Smart Lifestye Trenos Policy
adjusted_news,https://www.thesun.co.uk/sport/football/10725576/watford-tottenham-live-stream-free-tv-channel-kick-off-time-team-news-premier-league/,134,screenshots/0d157650-cb29-48ee-aa5f-d54288663a51.png,5,2,True,0.0895522388059701,102,0.7611940298507462,8,0.0597014925373134,0,0,0,3,0.0223880597014925,Seattle; Washington Drivers Fuming Over New Rule DRIVE FINANCE INSURANCE QUOTES ACK
adjusted_news,https://www.thesun.co.uk/sport/football/10725576/watford-tottenham-live-stream-free-tv-channel-kick-off-time-team-news-premier-league/,134,screenshots/0d157650-cb29-48ee-aa5f-d54288663a51.png,5,2,True,0.0895522388059701,102,0.7611940298507462,8,0.0597014925373134,0,0,0,3,0.0223880597014925,Seattle; Washington Drivers Fuming Over New Rule DRIVE FINANCE INSURANCE QUOTES ACK
adjusted_news,https://www.greenvilleonline.com/,33,screenshots/306e740b-487e-493a-9026-4a6d9cea8350.png,3,1,True,0.0909090909090909,27,0.8181818181818182,0,0.0,0,0,0,2,0.0606060606060606,Washington Seniors On Medicare Are Getting Pay ~PAY DAY Comdanisg Big Big  Day
adjusted_news,https://www.mercurynews.com/2020/01/17/letter-measure-c-doesnt-reject-the-need-for-change/,90,screenshots/1bb307c8-ae10-4edd-9a24-e1f14aa2877f.png,3,1,True,0.1222222222222222,64,0.7111111111111111,8,0.0888888888888888,0,0,0,2,0.0222222222222222,GET BREAKING NEWS IN YOUR BROWSER. CLICK HERE TO TURN ON NOTIFICATIONS _ WEATHER TODAY5 EDITION dhe Mleccucy News MANAGE SUBSCRIPTION LibcrstveMutual Getyourquote SIGN UP FOR NEWSLETTERS NEWS LOCAL OPINION SPORTS ENTERTAINMENT OBITUARIES SUBSCRIBE NOW Search TRENDING: Rodgers vs. Garoppolo Storm packed punch Pier stores closing Chinese New Year festivities California climate goals Google village plan
adjusted_news,https://www.fox13news.com/,26,screenshots/e9dad127-99b2-4cfc-bd53-8119dd5642b7.png,3,1,True,0.4615384615384615,18,0.6923076923076923,2,0.0769230769230769,0,0,0,2,0.0769230769230769,ansugan Companp  2no1ac FonnoGaea 2621729154 17nans Washington Seniors On Medicare Are Getting Big Pay See Top Trending Food & Fun SEATTLE FIELD TRIP 105: JUSTIN JAY Jan 30 @ Nightclub Eegtostb Click for more powered by saambaa Day
adjusted_news,https://www.yogajournal.com/lifestyle/free-fall,47,screenshots/8cb0f95e-dc75-4ce6-90c9-7f4e1c3d0aa5.png,3,1,True,0.0638297872340425,39,0.8297872340425532,0,0.0,0,0,0,2,0.0425531914893617,25 2108 23042874 ILLN 23089* Washington Seniors On Medicare Are Getting Day Comparisons.org 7040e Big Pay
adjusted_news,https://www.yogajournal.com/lifestyle/free-fall,47,screenshots/03d5497b-e5b3-4d2f-af6d-62ab39b0bc54.png,3,1,True,0.0638297872340425,39,0.8297872340425532,0,0.0,0,0,0,2,0.0425531914893617,Washington: Seniors Can Get Their Medicare Deductibles Paid with New Program Mediagap
adjusted_news,https://www.usatoday.com/story/sports/tennis/2020/01/22/australian-open-elliot-benchetrit-asks-ball-girl-peel-banana/4539840002/,128,screenshots/4d13569b-3faa-4c90-a23c-450654771759.png,3,1,True,0.1640625,88,0.6875,18,0.140625,0,0,0,2,0.015625,Washington Drivers With No DUl's Getting A on January Soonsored Comparisons Orc Pay Day
adjusted_news,https://slate.com/culture/2020/01/sue-townsends-the-queen-and-i-and-dispossessed-royals.html,92,screenshots/1cc602a3-89e3-45e8-9911-75ba52271cd9.png,3,0,True,0.0978260869565217,69,0.75,6,0.0652173913043478,0,0,0,2,0.0217391304347826,"Seniors Born Before 1965 Can Avoid Medical Bills By Doing This (Check If QiltrStatrs @msurv You Qualify) 6ieei""i"
adjusted_news,https://www.wunderground.com/,29,screenshots/bd941306-bd58-4e7a-bf43-5aeaa61a70a4.png,3,1,True,0.1034482758620689,23,0.7931034482758621,0,0.0,0,0,0,2,0.0689655172413793,Born Before 1965? Claim These 10 Senior Rebates Now Senior Savings Hub
adjusted_news,https://www.greenbaypressgazette.com/,37,screenshots/6b23224d-7219-4bd5-8bdc-68fc78e90d5f.png,3,1,True,0.081081081081081,31,0.8378378378378378,0,0.0,0,0,0,2,0.054054054054054,PAY DAY Washington Seniors On Medicare Are Getting Big Big Pay Day
adjusted_news,https://www.burlingtonfreepress.com/story/news/local/2020/01/16/vermont-snow-totals-heres-how-much-weve-seen-so-far/4487029002/,127,screenshots/fa378fb2-f9c4-4331-980f-0c0c46ca012b.png,3,1,True,0.1653543307086614,86,0.6771653543307087,18,0.1417322834645669,0,0,0,2,0.0157480314960629,Seniors Born Before 1975 (With No Life Coverage) Are Getting a Big Comparisons org Pay Day
adjusted_news,https://www.burlingtonfreepress.com/story/news/local/2020/01/16/vermont-snow-totals-heres-how-much-weve-seen-so-far/4487029002/,127,screenshots/a099df12-fd5d-4d5a-b754-63ec45ab12d1.png,3,1,True,0.1653543307086614,86,0.6771653543307087,18,0.1417322834645669,0,0,0,2,0.0157480314960629,Washington Seniors On Medicare Are Getting Big Comparisons.org Pay Day
adjusted_news,https://www.burlingtonfreepress.com/story/news/local/2020/01/16/vermont-snow-totals-heres-how-much-weve-seen-so-far/4487029002/,127,screenshots/a1a2174e-2d01-4c07-add9-c0189d5251b7.png,3,1,True,0.1653543307086614,86,0.6771653543307087,18,0.1417322834645669,0,0,0,2,0.0157480314960629,Seniors Born Before 1975 (With No Life Insurance) Are Getting Comparisons. org
adjusted_news,https://www.wunderground.com/,29,screenshots/3f7d66dc-2804-40bf-b9f6-0bac8827b5e9.png,3,1,True,0.1034482758620689,23,0.7931034482758621,0,0.0,0,0,0,2,0.0689655172413793,423 o Finance PhD Explains Stock Market in Two Words Stansberry Research
adjusted_news,https://goodmenproject.com/guy-talk/be-your-own-financial-genius-by-becoming-the-cfo-of-your-life/,98,screenshots/b2cbae30-5474-4668-8c14-9de1e151fed0.png,3,0,True,0.0204081632653061,79,0.8061224489795918,0,0.0,0,0,0,1,0.010204081632653,"PA Millionaire Names Favorite Stock Of 2020 You Can't Afford To Ignore This"" Investincoutlook"
adjusted_news,https://www.usatoday.com/story/sports/tennis/2020/01/22/australian-open-elliot-benchetrit-asks-ball-girl-peel-banana/4539840002/,128,screenshots/96355e6d-91a6-4b9c-bd68-6b4db7aa5c08.png,3,1,True,0.1640625,88,0.6875,18,0.140625,0,0,0,2,0.015625,Bigger Apple. 5 Stocks for Early Retirement The Motley Fool | Sponsored than
adjusted_news,https://www.destructoid.com/blogs/CblogRecaps,45,screenshots/09468de4-79f3-4618-899a-991fcf1d31b9.png,3,1,True,0.0666666666666666,38,0.8444444444444444,0,0.0,0,0,0,2,0.0444444444444444,"TRUMP IS ON A ROLL January 21 2020: Trump Ends Another Obama Era If you owe less than $331,760 on your home and haven't missed a mortgage payment in 6 months , use Congress's mortgage stimulus program for the middle class. You'll be shocked when you see how much you can sav 'Seledt Uaur Zip Code: 98102 Recalculate Your House Payment 2020 LowerMyBills con Program"
adjusted_news,https://www.nbcchicago.com/news/local/chicago-politics/chicago-teachers-union-spent-1-5m-on-lobbying-report/2204010/,116,screenshots/45691006-ec81-4fb3-a83c-f233a2484d6c.png,3,1,True,0.1120689655172413,87,0.75,9,0.0775862068965517,0,0,0,2,0.0172413793103448,SPONSORED NEWRETIREMENT How Much Money Do You Really Get from a Reverse Mortgage?
adjusted_news,https://www.etonline.com/,25,screenshots/214850dd-4c51-4e4a-af39-f0416dc9bb96.png,3,1,True,0.12,19,0.76,0,0.0,0,0,0,2,0.08,Born Before 1965? Claim These 15 Senior Rebates Now SENIOR SAVINGS - LIFESTYLE RoCkeT 3
adjusted_news,https://www.burlingtonfreepress.com/story/news/local/2020/01/16/vermont-snow-totals-heres-how-much-weve-seen-so-far/4487029002/,127,screenshots/00e6710c-a5c4-45cb-acc7-df27c9db06a2.png,3,1,True,0.1653543307086614,86,0.6771653543307087,18,0.1417322834645669,0,0,0,2,0.0157480314960629,New Rule in Washington Homeowners Born Before 1970 Pay 0 Finance Daily SOCIAAL SECURl / [aoimiuistiaj10 _ Helps
