,ad_id,name,sample_type,page_type,parent_url,parent_url_len,ad_screenshot,page_screenshot,url_similarity,TLD,TLD_len,NoOfSubDomain,HasObfuscation,ObfRatio,NoOfLettersInURL,letter_ratio_in_url,NoOfDigitsInURL,Digits_ratio_in_url,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,ad_screenshot_text
10,314304,Content Farm,adjusted_news,home,https://www.usatoday.com/,25,screenshots/a660e720-a262-45b4-8811-5d1fd454dd93.png,external_screenshots/5b98326a-3116-43e9-9696-661f001903fb.png,23.33,com,3,1,True,0.12,19,0.76,0,0.0,0,0,0,2,0.08,True,File not found
11,434458,Content Farm,adjusted_news,article,https://www.theledger.com/zz/news/20200127/im-being-raped-weinstein-accuser-details-alleged-assault/1,101,screenshots/df2634e0-18a3-458f-aa6a-c036687ebe5d.png,external_screenshots/338278ed-2182-463a-ba64-d085567e9113.png,38.68,com,3,1,True,0.1188118811881188,75,0.7425742574257426,9,0.0891089108910891,0,0,0,2,0.0198019801980198,True,File not found
12,433881,Content Farm,adjusted_news,article,https://slate.com/culture/2020/01/sue-townsends-the-queen-and-i-and-dispossessed-royals.html,92,screenshots/c25fda0e-e420-479c-b4b8-d08dfafb7b80.png,external_screenshots/12c58926-16b9-4936-aa67-927a6b6f772e.png,33.58,com,3,0,True,0.09782608695652174,69,0.75,6,0.06521739130434782,0,0,0,2,0.021739130434782608,True,File not found
13,324361,Content Farm,adjusted_news,article,https://www.wishtv.com/sports/the-zone-january-17-2020/,55,screenshots/ccf33a1a-e575-4c06-bf35-45155eb44f0e.png,external_screenshots/14d5b3ee-dd37-4125-8f55-fe95b497d0b0.png,43.87,com,3,1,True,0.16363636363636366,37,0.6727272727272727,6,0.10909090909090907,0,0,0,2,0.03636363636363636,True,File not found
14,434378,Content Farm,adjusted_news,article,https://bdnews24.com/politics/2020/01/28/radwan-mujib-visits-dhaka-north-mayor-candidate-atiqul,95,screenshots/5a0ba2c0-379a-496f-b003-6019ae5ac2bc.png,external_screenshots/b0faf0d3-71ba-445d-94ab-1c400b23b282.png,34.4,com,3,0,True,0.18947368421052632,69,0.7263157894736842,10,0.10526315789473684,0,0,0,1,0.010526315789473684,True,File not found
15,433901,Content Farm,adjusted_news,article,https://slate.com/culture/2020/01/sue-townsends-the-queen-and-i-and-dispossessed-royals.html,92,screenshots/b17acebe-8329-428a-8b41-6a92b01bc366.png,external_screenshots/12c58926-16b9-4936-aa67-927a6b6f772e.png,36.28,com,3,0,True,0.09782608695652174,69,0.75,6,0.06521739130434782,0,0,0,2,0.021739130434782608,True,File not found
16,409395,Content Farm,adjusted_news,article,https://www.greenvilleonline.com/story/news/2020/01/20/ask-lafleur-why-were-greenville-police-keeping-blue-lights-around-christmas/4453852002/,142,screenshots/fb0fed88-fd66-4a89-83b9-fec5c025d843.png,external_screenshots/71a7f444-8534-45de-8e7d-9d6b3cd62fbd.png,28.64,com,3,1,True,0.14788732394366194,101,0.7112676056338029,18,0.1267605633802817,0,0,0,2,0.014084507042253518,True,File not found
17,434338,Content Farm,adjusted_news,article,https://bdnews24.com/politics/2020/01/28/radwan-mujib-visits-dhaka-north-mayor-candidate-atiqul,95,screenshots/360580c4-e137-420e-b9b1-d7ca2a05b9a4.png,external_screenshots/b0faf0d3-71ba-445d-94ab-1c400b23b282.png,35.25,com,3,0,True,0.18947368421052632,69,0.7263157894736842,10,0.10526315789473684,0,0,0,1,0.010526315789473684,True,File not found
18,314320,Content Farm,adjusted_news,home,https://www.usatoday.com/,25,screenshots/21dd69ae-6ee6-4d5c-9d4c-cd4ee0f63ade.png,external_screenshots/5b98326a-3116-43e9-9696-661f001903fb.png,20.37,com,3,1,True,0.12,19,0.76,0,0.0,0,0,0,2,0.08,True,File not found
19,411922,Content Farm,adjusted_news,article,https://www.sciencealert.com/an-ancient-corpse-shows-that-egyptians-were-practicing-mummification-long-before-the-pharaohs,122,screenshots/53166bb9-3fe6-49a2-a754-f95a08105580.png,external_screenshots/7a34420d-445f-4f35-b6ac-bdb18cd306fd.png,55.9,com,3,1,True,0.024590163934426233,104,0.8524590163934426,0,0.0,0,0,0,2,0.016393442622950817,True,File not found
20,434422,Content Farm,adjusted_news,article,https://www.theledger.com/zz/news/20200127/im-being-raped-weinstein-accuser-details-alleged-assault/1,101,screenshots/9c0e81da-99a7-40c0-b3d4-1744aff17e62.png,external_screenshots/338278ed-2182-463a-ba64-d085567e9113.png,30.11,com,3,1,True,0.1188118811881188,75,0.7425742574257426,9,0.0891089108910891,0,0,0,2,0.0198019801980198,True,File not found
21,433925,Content Farm,adjusted_news,article,https://slate.com/culture/2020/01/sue-townsends-the-queen-and-i-and-dispossessed-royals.html,92,screenshots/e1beec66-ee5f-4ca2-9e69-0d535467f35c.png,external_screenshots/12c58926-16b9-4936-aa67-927a6b6f772e.png,29.39,com,3,0,True,0.09782608695652174,69,0.75,6,0.06521739130434782,0,0,0,2,0.021739130434782608,True,File not found
22,388301,Content Farm,adjusted_news,home,https://katv.com/,17,screenshots/ab2623af-7054-4ae3-9522-3ea1559b32f6.png,external_screenshots/07bfa5f5-0efe-4428-8452-2b22a955ca98.png,0.0,com,3,0,True,0.1176470588235294,12,0.7058823529411765,0,0.0,0,0,0,1,0.05882352941176471,True,File not found
23,411883,Content Farm,adjusted_news,article,https://www.sciencealert.com/an-ancient-corpse-shows-that-egyptians-were-practicing-mummification-long-before-the-pharaohs,122,screenshots/cb1e4334-bf41-455d-836e-15334fd6873f.png,external_screenshots/7a34420d-445f-4f35-b6ac-bdb18cd306fd.png,53.85,com,3,1,True,0.024590163934426233,104,0.8524590163934426,0,0.0,0,0,0,2,0.016393442622950817,True,File not found
24,411844,Content Farm,adjusted_news,article,https://www.sciencealert.com/an-ancient-corpse-shows-that-egyptians-were-practicing-mummification-long-before-the-pharaohs,122,screenshots/5abfb0e9-0822-4766-9be5-4ce7c7230cc2.png,external_screenshots/7a34420d-445f-4f35-b6ac-bdb18cd306fd.png,57.41,com,3,1,True,0.024590163934426233,104,0.8524590163934426,0,0.0,0,0,0,2,0.016393442622950817,True,File not found
25,411827,Content Farm,adjusted_news,article,https://www.sciencealert.com/an-ancient-corpse-shows-that-egyptians-were-practicing-mummification-long-before-the-pharaohs,122,screenshots/a96c7ea5-7ccf-495d-ab31-4e103d912662.png,external_screenshots/7a34420d-445f-4f35-b6ac-bdb18cd306fd.png,32.39,com,3,1,True,0.024590163934426233,104,0.8524590163934426,0,0.0,0,0,0,2,0.016393442622950817,True,File not found
26,434400,Content Farm,adjusted_news,article,https://bdnews24.com/politics/2020/01/28/radwan-mujib-visits-dhaka-north-mayor-candidate-atiqul,95,screenshots/27e2d57d-db81-43f0-b009-d1c3513e81cb.png,external_screenshots/b0faf0d3-71ba-445d-94ab-1c400b23b282.png,23.5,com,3,0,True,0.18947368421052632,69,0.7263157894736842,10,0.10526315789473684,0,0,0,1,0.010526315789473684,True,File not found
27,433937,Content Farm,adjusted_news,article,https://slate.com/culture/2020/01/sue-townsends-the-queen-and-i-and-dispossessed-royals.html,92,screenshots/74d7a92a-7195-43f1-aeba-07c8f782108b.png,external_screenshots/12c58926-16b9-4936-aa67-927a6b6f772e.png,32.16,com,3,0,True,0.09782608695652174,69,0.75,6,0.06521739130434782,0,0,0,2,0.021739130434782608,True,File not found
28,411781,Content Farm,adjusted_news,article,https://www.sciencealert.com/an-ancient-corpse-shows-that-egyptians-were-practicing-mummification-long-before-the-pharaohs,122,screenshots/652a6c1f-6f65-47b2-8afc-3493f72ff579.png,external_screenshots/7a34420d-445f-4f35-b6ac-bdb18cd306fd.png,54.39,com,3,1,True,0.024590163934426233,104,0.8524590163934426,0,0.0,0,0,0,2,0.016393442622950817,True,File not found
29,409382,Content Farm,adjusted_news,article,https://www.greenvilleonline.com/story/news/2020/01/20/ask-lafleur-why-were-greenville-police-keeping-blue-lights-around-christmas/4453852002/,142,screenshots/154fb5fe-316e-4b06-bb9e-5fc93b9e2ab4.png,external_screenshots/71a7f444-8534-45de-8e7d-9d6b3cd62fbd.png,33.95,com,3,1,True,0.14788732394366194,101,0.7112676056338029,18,0.1267605633802817,0,0,0,2,0.014084507042253518,True,File not found
30,314286,Content Farm,adjusted_news,home,https://www.usatoday.com/,25,screenshots/74a0f4e0-753c-4297-a1c5-14859ba8e2ce.png,external_screenshots/5b98326a-3116-43e9-9696-661f001903fb.png,13.56,com,3,1,True,0.12,19,0.76,0,0.0,0,0,0,2,0.08,True,File not found
31,409290,Content Farm,adjusted_news,article,https://www.greenvilleonline.com/story/news/2020/01/20/ask-lafleur-why-were-greenville-police-keeping-blue-lights-around-christmas/4453852002/,142,screenshots/d466fddf-93a6-4052-9608-e3bc316765b7.png,external_screenshots/71a7f444-8534-45de-8e7d-9d6b3cd62fbd.png,35.79,com,3,1,True,0.14788732394366194,101,0.7112676056338029,18,0.1267605633802817,0,0,0,2,0.014084507042253518,True,File not found
32,314320,Content Farm,adjusted_news,home,https://www.usatoday.com/,25,screenshots/21dd69ae-6ee6-4d5c-9d4c-cd4ee0f63ade.png,external_screenshots/5b98326a-3116-43e9-9696-661f001903fb.png,20.37,com,3,1,True,0.12,19,0.76,0,0.0,0,0,0,2,0.08,True,File not found
33,409246,Content Farm,adjusted_news,article,https://www.greenvilleonline.com/story/news/2020/01/20/ask-lafleur-why-were-greenville-police-keeping-blue-lights-around-christmas/4453852002/,142,screenshots/95098425-7e74-4699-b343-921a5f28a375.png,external_screenshots/71a7f444-8534-45de-8e7d-9d6b3cd62fbd.png,35.14,com,3,1,True,0.14788732394366194,101,0.7112676056338029,18,0.1267605633802817,0,0,0,2,0.014084507042253518,True,File not found
34,434330,Content Farm,adjusted_news,article,https://bdnews24.com/politics/2020/01/28/radwan-mujib-visits-dhaka-north-mayor-candidate-atiqul,95,screenshots/68ea232e-7e10-48d6-b9d9-86eaecd3d321.png,external_screenshots/b0faf0d3-71ba-445d-94ab-1c400b23b282.png,31.21,com,3,0,True,0.18947368421052632,69,0.7263157894736842,10,0.10526315789473684,0,0,0,1,0.010526315789473684,True,File not found
35,409235,Content Farm,adjusted_news,article,https://www.greenvilleonline.com/story/news/2020/01/20/ask-lafleur-why-were-greenville-police-keeping-blue-lights-around-christmas/4453852002/,142,screenshots/1a8cf19f-8052-4028-a0bc-523477178446.png,external_screenshots/71a7f444-8534-45de-8e7d-9d6b3cd62fbd.png,23.63,com,3,1,True,0.14788732394366194,101,0.7112676056338029,18,0.1267605633802817,0,0,0,2,0.014084507042253518,True,File not found
36,342083,Content Farm,adjusted_news,home,https://www.theage.com.au/,26,screenshots/eb293822-7797-48a4-b38b-c3c0ef24f545.png,external_screenshots/47801ab5-388a-4961-b0e0-901d2cbf9661.png,66.67,com.au,6,2,True,0.15384615384615385,19,0.7307692307692307,0,0.0,0,0,0,3,0.1153846153846154,True,File not found
37,324355,Content Farm,adjusted_news,article,https://www.wishtv.com/sports/the-zone-january-17-2020/,55,screenshots/17034785-dc0c-4a1a-a2de-8d926c4e08da.png,external_screenshots/14d5b3ee-dd37-4125-8f55-fe95b497d0b0.png,41.33,com,3,1,True,0.16363636363636366,37,0.6727272727272727,6,0.10909090909090907,0,0,0,2,0.03636363636363636,True,File not found
38,426467,Content Farm,adjusted_news,article,https://www.etonline.com/media/videos/taylor-swifts-best-career-moments-from-childhood-to-lover-137972,102,screenshots/c10f86d0-8582-4cda-b10a-bfe9ab1a5b69.png,external_screenshots/ffd9f4ee-600c-4467-9245-b001be425a9b.png,29.47,com,3,1,True,0.08823529411764706,79,0.7745098039215687,6,0.05882352941176471,0,0,0,2,0.0196078431372549,True,File not found
39,409221,Content Farm,adjusted_news,article,https://www.greenvilleonline.com/story/news/2020/01/20/ask-lafleur-why-were-greenville-police-keeping-blue-lights-around-christmas/4453852002/,142,screenshots/85761dc3-1ccd-4ea3-a397-f0329a4bee6a.png,external_screenshots/71a7f444-8534-45de-8e7d-9d6b3cd62fbd.png,25.51,com,3,1,True,0.14788732394366194,101,0.7112676056338029,18,0.1267605633802817,0,0,0,2,0.014084507042253518,True,File not found
40,314264,Content Farm,adjusted_news,home,https://www.usatoday.com/,25,screenshots/021e4be7-8588-4849-b545-dba6852936ca.png,external_screenshots/5b98326a-3116-43e9-9696-661f001903fb.png,28.21,com,3,1,True,0.12,19,0.76,0,0.0,0,0,0,2,0.08,True,File not found
41,419728,Content Farm,adjusted_news,article,https://www.business-standard.com/article/opinion/the-truth-about-the-trump-economy-120012200023_1.html,103,screenshots/c9fdf180-eca3-4765-9d16-134675f1dc06.png,external_screenshots/40b3f9c4-433c-4354-bad7-37d79ec4da00.png,0.0,com,3,1,True,0.17475728155339804,73,0.7087378640776699,13,0.1262135922330097,0,0,0,4,0.03883495145631068,True,File not found
42,420037,Content Farm,adjusted_news,article,https://parade.com/979294/astro_twins/astrotwins-daily-horoscope-january-22-2020/,81,screenshots/d4762f22-434c-4739-b8c9-715ed3eb06dc.png,external_screenshots/6b565517-d2db-4fa8-a579-0a07a1043641.png,0.0,com,3,0,True,0.1728395061728395,55,0.6790123456790124,12,0.14814814814814814,0,0,0,2,0.02469135802469136,True,File not found
43,400458,Content Farm,adjusted_news,article,https://www.mensjournal.com/sports/hard-rock-stadium-will-serve-drinks-in-recyclable-cups-at-super-bowl/,104,screenshots/af6d1559-7645-4c85-b52c-4b0c1c1a6e32.png,external_screenshots/f8f83014-4493-4ac8-a17e-d7a963a8571f.png,0.0,com,3,1,True,0.02884615384615385,85,0.8173076923076923,0,0.0,0,0,0,2,0.019230769230769232,True,File not found
44,314325,Content Farm,adjusted_news,home,https://www.usatoday.com/,25,screenshots/5ac8e28d-379b-446f-99b9-2d54e9e1539e.png,external_screenshots/5b98326a-3116-43e9-9696-661f001903fb.png,20.22,com,3,1,True,0.12,19,0.76,0,0.0,0,0,0,2,0.08,True,File not found
45,434342,Content Farm,adjusted_news,article,https://bdnews24.com/politics/2020/01/28/radwan-mujib-visits-dhaka-north-mayor-candidate-atiqul,95,screenshots/f3fc021c-e777-4f0a-ab0c-f6ed8052a555.png,external_screenshots/b0faf0d3-71ba-445d-94ab-1c400b23b282.png,29.48,com,3,0,True,0.18947368421052632,69,0.7263157894736842,10,0.10526315789473684,0,0,0,1,0.010526315789473684,True,File not found
46,314248,Content Farm,adjusted_news,home,https://www.usatoday.com/,25,screenshots/4dcea2a7-f988-4295-b91d-1f19566b7d06.png,external_screenshots/5b98326a-3116-43e9-9696-661f001903fb.png,20.22,com,3,1,True,0.12,19,0.76,0,0.0,0,0,0,2,0.08,True,File not found
47,310710,Content Farm,adjusted_news,home,https://slate.com/,18,screenshots/5742ad4c-8856-4c26-a9dd-1fe649406110.png,external_screenshots/6d179431-7c80-449e-8cc8-3a4b8873af8d.png,13.97,com,3,0,True,0.1111111111111111,13,0.7222222222222222,0,0.0,0,0,0,1,0.05555555555555555,True,File not found
48,310710,Content Farm,adjusted_news,home,https://slate.com/,18,screenshots/5742ad4c-8856-4c26-a9dd-1fe649406110.png,external_screenshots/6d179431-7c80-449e-8cc8-3a4b8873af8d.png,13.97,com,3,0,True,0.1111111111111111,13,0.7222222222222222,0,0.0,0,0,0,1,0.05555555555555555,True,File not found
49,310696,Content Farm,adjusted_news,home,https://slate.com/,18,screenshots/b3e43d4c-7c08-4cc2-b5df-12483cab6492.png,external_screenshots/6d179431-7c80-449e-8cc8-3a4b8873af8d.png,19.28,com,3,0,True,0.1111111111111111,13,0.7222222222222222,0,0.0,0,0,0,1,0.05555555555555555,True,File not found
50,310680,Content Farm,adjusted_news,home,https://slate.com/,18,screenshots/07e4755b-9597-4e64-bd93-75e11cfa800a.png,external_screenshots/6d179431-7c80-449e-8cc8-3a4b8873af8d.png,18.82,com,3,0,True,0.1111111111111111,13,0.7222222222222222,0,0.0,0,0,0,1,0.05555555555555555,True,File not found
51,310680,Content Farm,adjusted_news,home,https://slate.com/,18,screenshots/07e4755b-9597-4e64-bd93-75e11cfa800a.png,external_screenshots/6d179431-7c80-449e-8cc8-3a4b8873af8d.png,18.82,com,3,0,True,0.1111111111111111,13,0.7222222222222222,0,0.0,0,0,0,1,0.05555555555555555,True,File not found
52,310647,Content Farm,adjusted_news,home,https://slate.com/,18,screenshots/5b77c776-db33-4551-8a06-32569c569662.png,external_screenshots/6d179431-7c80-449e-8cc8-3a4b8873af8d.png,14.95,com,3,0,True,0.1111111111111111,13,0.7222222222222222,0,0.0,0,0,0,1,0.05555555555555555,True,File not found
53,310647,Content Farm,adjusted_news,home,https://slate.com/,18,screenshots/5b77c776-db33-4551-8a06-32569c569662.png,external_screenshots/6d179431-7c80-449e-8cc8-3a4b8873af8d.png,14.95,com,3,0,True,0.1111111111111111,13,0.7222222222222222,0,0.0,0,0,0,1,0.05555555555555555,True,File not found
54,319744,Content Farm,adjusted_news,home,https://www.wunderground.com/,29,screenshots/01d62379-ccea-417f-bb62-8690ca0b657b.png,external_screenshots/51194276-d4ba-4457-8182-5b6d2d5f114f.png,14.44,com,3,1,True,0.10344827586206896,23,0.7931034482758621,0,0.0,0,0,0,2,0.06896551724137931,True,File not found
55,411621,Content Farm,adjusted_news,article,https://www.sciencealert.com/an-ancient-corpse-shows-that-egyptians-were-practicing-mummification-long-before-the-pharaohs,122,screenshots/8a7ecb3f-2b50-4dc4-97de-7fc7d70c3b05.png,external_screenshots/7a34420d-445f-4f35-b6ac-bdb18cd306fd.png,22.26,com,3,1,True,0.024590163934426233,104,0.8524590163934426,0,0.0,0,0,0,2,0.016393442622950817,True,File not found
56,310524,Content Farm,adjusted_news,home,https://slate.com/,18,screenshots/53a197ab-08b5-4dbf-a6d4-332bac594bcf.png,external_screenshots/6d179431-7c80-449e-8cc8-3a4b8873af8d.png,24.24,com,3,0,True,0.1111111111111111,13,0.7222222222222222,0,0.0,0,0,0,1,0.05555555555555555,True,File not found
57,310503,Content Farm,adjusted_news,home,https://slate.com/,18,screenshots/128c9ad7-9dc1-4955-b021-a2ad85117271.png,external_screenshots/6d179431-7c80-449e-8cc8-3a4b8873af8d.png,18.75,com,3,0,True,0.1111111111111111,13,0.7222222222222222,0,0.0,0,0,0,1,0.05555555555555555,True,File not found
58,324371,Content Farm,adjusted_news,article,https://www.wishtv.com/sports/the-zone-january-17-2020/,55,screenshots/1f30c6a5-e158-48aa-8e85-5f8d61659dac.png,external_screenshots/14d5b3ee-dd37-4125-8f55-fe95b497d0b0.png,40.52,com,3,1,True,0.16363636363636366,37,0.6727272727272727,6,0.10909090909090907,0,0,0,2,0.03636363636363636,True,File not found
59,319737,Content Farm,adjusted_news,home,https://www.wunderground.com/,29,screenshots/a5c9a9d6-c9a6-4e1e-a0a0-84f16c2e75a1.png,external_screenshots/51194276-d4ba-4457-8182-5b6d2d5f114f.png,17.83,com,3,1,True,0.10344827586206896,23,0.7931034482758621,0,0.0,0,0,0,2,0.06896551724137931,True,File not found
60,411600,Content Farm,adjusted_news,article,https://www.sciencealert.com/an-ancient-corpse-shows-that-egyptians-were-practicing-mummification-long-before-the-pharaohs,122,screenshots/7cc19fcf-1bce-4787-b1d4-0a727d7cd9e8.png,external_screenshots/7a34420d-445f-4f35-b6ac-bdb18cd306fd.png,35.0,com,3,1,True,0.024590163934426233,104,0.8524590163934426,0,0.0,0,0,0,2,0.016393442622950817,True,File not found
61,314275,Content Farm,adjusted_news,home,https://www.usatoday.com/,25,screenshots/6de79b94-0ed6-4e90-964b-cd46c7611265.png,external_screenshots/5b98326a-3116-43e9-9696-661f001903fb.png,12.2,com,3,1,True,0.12,19,0.76,0,0.0,0,0,0,2,0.08,True,File not found
62,433843,Content Farm,adjusted_news,article,https://slate.com/culture/2020/01/sue-townsends-the-queen-and-i-and-dispossessed-royals.html,92,screenshots/853c4b5a-342d-417a-817e-96708c7746d9.png,external_screenshots/12c58926-16b9-4936-aa67-927a6b6f772e.png,21.3,com,3,0,True,0.09782608695652174,69,0.75,6,0.06521739130434782,0,0,0,2,0.021739130434782608,True,File not found
63,319728,Content Farm,adjusted_news,home,https://www.wunderground.com/,29,screenshots/9107c074-4ee4-4de7-9f63-056e015c0976.png,external_screenshots/51194276-d4ba-4457-8182-5b6d2d5f114f.png,22.03,com,3,1,True,0.10344827586206896,23,0.7931034482758621,0,0.0,0,0,0,2,0.06896551724137931,True,File not found
64,411640,Content Farm,adjusted_news,article,https://www.sciencealert.com/an-ancient-corpse-shows-that-egyptians-were-practicing-mummification-long-before-the-pharaohs,122,screenshots/a60ee653-ad1c-480b-acea-60063d7be6fd.png,external_screenshots/7a34420d-445f-4f35-b6ac-bdb18cd306fd.png,26.46,com,3,1,True,0.024590163934426233,104,0.8524590163934426,0,0.0,0,0,0,2,0.016393442622950817,True,File not found
65,404918,Content Farm,adjusted_news,article,https://www.theage.com.au/sport/athletics/farah-says-he-is-happy-for-wada-to-re-test-his-samples-20200122-p53tm2.html?ref=rss&utm_medium=rss&utm_source=rss_feed,160,screenshots/83fe53b0-e4dc-4e4f-95b6-0e7477a7d0ed.png,external_screenshots/d4b7f824-1bff-41c7-975f-55f5622d40f4.png,30.0,com.au,6,2,True,0.1375,117,0.73125,11,0.06875,3,1,2,7,0.04375,True,File not found
66,404880,Content Farm,adjusted_news,article,https://www.theage.com.au/sport/athletics/farah-says-he-is-happy-for-wada-to-re-test-his-samples-20200122-p53tm2.html?ref=rss&utm_medium=rss&utm_source=rss_feed,160,screenshots/83fbb0e4-9b55-420f-839f-b81555c6520c.png,external_screenshots/d4b7f824-1bff-41c7-975f-55f5622d40f4.png,30.54,com.au,6,2,True,0.1375,117,0.73125,11,0.06875,3,1,2,7,0.04375,True,File not found
67,403238,Content Farm,adjusted_news,article,https://www.sportingnews.com/us/nfl/news/49ers-chiefs-super-bowl-54-myths-worst-narratives/nbwh2n4j1rq41uxu3rqoq9k2c,116,screenshots/eb0aa8af-ed95-4ec5-ad62-27f144da39cc.png,external_screenshots/acdc8890-bdf2-4ddb-b756-fcbd301f6fd5.png,56.28,com,3,1,True,0.3017241379310345,87,0.75,12,0.10344827586206896,0,0,0,2,0.017241379310344827,True,File not found
68,319722,Content Farm,adjusted_news,home,https://www.wunderground.com/,29,screenshots/f724b29f-99ae-4da4-87c9-6cd4e2c2ce64.png,external_screenshots/51194276-d4ba-4457-8182-5b6d2d5f114f.png,15.25,com,3,1,True,0.10344827586206896,23,0.7931034482758621,0,0.0,0,0,0,2,0.06896551724137931,True,File not found
69,434312,Content Farm,adjusted_news,article,https://nj1015.com/what-else-new-jersey-should-be-teaching-in-our-schools-opinion/,82,screenshots/f7b8f198-a902-4a5a-8951-e8462469cc68.png,external_screenshots/d311b9e9-0559-4c85-b5cf-671e34a82a13.png,0.0,com,3,0,True,0.0975609756097561,62,0.7560975609756098,4,0.04878048780487805,0,0,0,1,0.012195121951219513,True,File not found
70,403177,Content Farm,adjusted_news,article,https://www.sportingnews.com/us/nfl/news/49ers-chiefs-super-bowl-54-myths-worst-narratives/nbwh2n4j1rq41uxu3rqoq9k2c,116,screenshots/6ed54423-b4e6-4a0c-aebd-3b1bc12f4932.png,external_screenshots/acdc8890-bdf2-4ddb-b756-fcbd301f6fd5.png,67.5,com,3,1,True,0.3017241379310345,87,0.75,12,0.10344827586206896,0,0,0,2,0.017241379310344827,True,File not found
